"authorsTitle.o","correlation.o","fis.o","seFish.o","n.o","pValFish.o","pVal.o","testStatistic.o","correlation.r","fis.r","n.r","seFish.r","pValFish.r","pVal.r","testStatistic.r","seDifference.ro","source","abrev","cohenD.o","seCohenD.o","cohenD.r","seCohenD.r","significant.r","significantSameDirection.r","fisherZDiff","correlationDifference.ro","percentageChangeES.ro","cleanedpVal.r","cleanedpVal.o","seFishAprox.r","seFishAprox.o","cohensD.r","cohensD.o","bf10","bf01","bfplus0","bf0plus","bfRep0","bf0Rep","statisticallyEquiv.ro","normalisedpVal.r","minDetectableZ","probRealEffect","trueRepEffect","probH1Original","probH1decrease","probH0True","mostLikelyClass"
"E Harmon-Jones, C Harmon-Jones, M Fearn, JD Sigelman, P Johnson-Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance.",0.229852265,0.234033485657996,0.137360563948689,56,0.0442102107756713,"<.05","F(2, 54) = 3.19",0.066130007,0.0662266601626609,70,0.122169444356305,0.293878743988785,"0.74","F(2, 68) = .3",0.183829534250159,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.167806825495335,-0.163722258,-0.717020579442033,0.74,0.05,0.122169444356305,0.137360563948689,0.13,0.47,0.172539266977736,5.79578212841854,0.242977990606396,4.11559910222452,0.528792211200779,1.89110198451903,FALSE,1.03572551959974,0.225938021811101,0.8643025,0.0904356891725966,0.39995,0.517625,0.082425,"H1 attenuated"
"E van Dijk, GA van Kleef, W Steinel, I van Beest-A social functional approach to emotions in bargaining: when communicating anger pays and when it backfires.",0.379139495,0.399054301120861,0.101015254455221,101,3.90044726235978e-05,"<.0001","F(1, 99) = 16.62",-0.042140104,-0.0421650745796795,40,0.164398987305357,0.601209941518314,"0.796","t(38) = -0.260",0.192953643810321,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.441219375700541,-0.421279599,-1.1056624987157,0.796,0.05,0.164398987305357,0.101015254455221,-0.08,0.82,0.203371665016368,4.91710583143191,0.162917404291668,6.13807962597856,0.0671123013767296,14.9003979819822,FALSE,1.10216724652225,0.166155307668096,0.72753,0.0762678109730955,0.223225,0.617875,0.1589,"H1 attenuated"
"EP Lemay, MS Clark-Walking on eggshells: How expressing relationship insecurities perpetuates them.",0.167288593,0.168875882264062,0.0743294146247166,184,0.0115434777193176,"<.05","F(1, 182) = 5.24",0.03675175,0.0367683101769055,280,0.060084176812611,0.270286530774764,"0.54","F(1, 278) = .376",0.0955770379416632,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.132107572087156,-0.130536843,-0.782276132719692,0.54,0.01,0.060084176812611,0.0743294146247166,0.07,0.34,0.0901794253299333,11.0890039090554,0.131509220161874,7.60402957883186,0.298629707015498,3.3486286746017,FALSE,0.825440953414278,0.122261007234645,0.8672,0.044756254986403,0.4181,0.504125,0.077775,"H1 attenuated"
"H Ersner-Hershfield, JA Mikels, SJ Sullivan, LL Carstensen-Poignancy: Mixed emotional experience in the face of meaningful endings.",0.219666896,0.223306089724669,0.0966736489045664,110,0.0104469520477303,"<.05","t(108) = -2.34",-0.004719346,-0.00471938103724945,222,0.0675737378399486,0.527839678923929,"0.94","t(220) = 0.07",0.117949160396272,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.228025470761918,-0.224386242,-1.02113413495829,0.94,0.01,0.0675737378399486,0.0966736489045664,-0.01,0.45,0.084226529862211,11.8727436786952,0.0795524954701526,12.5703159164277,0.0931440436504912,10.7360595568767,TRUE,1.32332926362445,0.159014002031309,0.8225775,0.0129515278435888,0.344175,0.55015,0.105675,"H1 attenuated"
"J Correll-1/f noise and effort on implicit measures of bias.",0.274010238,0.281194479704791,0.122169444356305,70,0.0106767249247236,"<.02","F(1, 68) = 5.52",0.073797292,0.0739316991417272,147,0.0833333333333333,0.187490894304568,"0.374","F(1,145) = .794",0.147884473758312,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.207262780563063,-0.200212946,-0.737079834499797,0.374,0.05,0.0833333333333333,0.122169444356305,0.15,0.57,0.15251236462145,6.5568454235307,0.247436420506172,4.04144223374367,0.33525316952927,2.98282042017412,FALSE,0.658024963972971,0.200950853652115,0.851965,0.0910882471966491,0.360575,0.553275,0.08615,"H1 attenuated"
"J F_rster, N Liberman, S Kuschel-The effect of global versus local processing styles on assimilation versus contrast in social judgment.",0.425496777,0.454384970010148,0.115470053837925,78,4.15828888087844e-05,"<.0001","F(2, 76) = 21.57",0.11385379,0.114349602276968,67,0.125,0.180149152741399,"0.426","F(2, 65) = 0.865",0.170171482138851,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.340035367733179,-0.311642987,-0.748342023121023,0.426,0.05,0.125,0.115470053837925,0.23,0.94,0.230277659938759,4.34258364561262,0.376270610153089,2.65766172806625,0.168312279359146,5.9413371609459,FALSE,0.711125316012194,0.189931336859593,0.8202225,0.16619017945134,0.25725,0.641,0.10175,"H1 attenuated"
"JJ Exline, RF Baumeister, AL Zell, AJ Kraft, CV Witvliet-Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?",0.431865646,0.462187795505302,0.158113883008419,43,0.00173264631870743,"<.01","F(1, 41) = 9.40",0.011721165,0.0117217018177724,133,0.0877058019307029,0.446840477482794,"0.89","F(1, 131)=.018",0.180810142669895,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.45046609368753,-0.420144481,-0.974638660017067,0.89,NA,0.0877058019307029,0.158113883008419,0.02,0.96,0.109438070746552,9.13758798175366,0.121009319136264,8.26382634939,0.0272120293588629,36.7484536640889,TRUE,1.23273107201457,0.260074193937779,0.6712025,0.0454473189181192,0.185825,0.629125,0.18505,"H1 attenuated"
"JL Risen, T Gilovich-Why people are reluctant to tempt fate.",0.185849827,0.188035056711107,0.0932504808240314,118,0.0218764009761489,"<.05","F(1, 116) = 4.15",0.003001488,0.00300149701344736,224,0.0672672793996312,0.482204916712075,"0.961","F(1, 222) = 0.002",0.114980602936935,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.18503355969766,-0.182848339,-0.984037566898715,0.961,0.001,0.0672672793996312,0.0932504808240314,0.01,0.38,0.0837301141196713,11.943134325253,0.0867002232167528,11.5339956795725,0.166153110928175,6.01854515039615,TRUE,1.37200543779515,0.153383391598377,0.8428425,0.0174695758637702,0.374075,0.531425,0.0945,"H1 attenuated"
"KE Stanovich, RF West-On the relative independence of thinking biases and cognitive ability.",0.222131584,0.225897217190119,0.0518475847365213,375,6.59443708232401e-06,"<.001","t(373) = 4.40",0.073353737,0.0734857299440754,177,0.0758098043578903,0.166186952780994,"0.332","t(175) = .973",0.0918438810144278,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.152411487246044,-0.148777847,-0.674693956578365,0.332,NA,0.0758098043578903,0.0518475847365213,0.15,0.46,0.150037348734686,6.66500713611195,0.249870084165817,4.00207973410849,0.337892257441314,2.95952327399418,FALSE,0.614064785403365,0.0852816878025408,0.87294,0.0867374633194177,0.4002,0.5267,0.0731,"H1 attenuated"
"KL Blankenship, DT Wegener-Opening the mind to close it: Considering a message in light of important values increases message processing and later resistance to change.",0.207643072,0.210706953837397,0.0625,259,0.000374056402148236,"0.002","F(1, 257) = 11.58",0.04449582,0.044525220365058,249,0.0637576713063338,0.24247892049203,"0.49","F(1, 247) = .49",0.0892820847113602,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.166181733472339,-0.163147252,-0.788686516727786,0.49,0.00199999999999978,0.0637576713063338,0.0625,0.09,0.42,0.101152183274831,9.88609407750491,0.15311078139776,6.53121870890426,0.165674048414659,6.03594835503228,FALSE,0.775397496610753,0.102803351684467,0.8593575,0.0559864666219286,0.379575,0.536275,0.08415,"H1 attenuated"
"MD Henderson, Y de Liver, PM Gollwitzer-The effects of an implemental mind-set on attitude strength.",0.259958534,0.266063935058371,0.154303349962092,45,0.0423276280180787,"<.05","F(2, 43) = 3.36",0.15539539,0.156664646344502,69,0.123091490979333,0.101553454788878,"0.19","F (2, 67) = 1.70",0.197385508487931,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.10939928871387,-0.104563144,-0.411176692135552,0.19,NA,0.123091490979333,0.154303349962092,0.31,0.54,0.333216461563559,3.0010522148506,0.596856744621271,1.67544391348805,1.26484563978218,0.790610307335378,FALSE,0.451026811796262,0.253806424835909,0.8952825,0.162971051389295,0.437725,0.5047,0.057575,"H1 attenuated"
"N Shnabel, A Nadler-A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.",0.268278965,0.275008386572745,0.105999788000636,92,0.00473747890391372,"<.05","F(1, 90) = 6.98",-0.101637251,-0.101989411675437,139,0.0857492925712544,0.882857021907556,"0.235","F(1, 137) = 1.43",0.136341102506362,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.376997798248182,-0.369916216,-1.37085927795318,0.235,NA,0.0857492925712544,0.105999788000636,-0.2,0.56,0.213949943750998,4.67399047865061,0.0507443148642344,19.7066410823653,0.0304340510508757,32.8579326599777,TRUE,0.506097880726048,0.174354135748933,0.7154325,-0.0572559148783137,0.24425,0.57925,0.1765,"H1 attenuated"
"NO Rule, N Ambady-The face of success: inferences from chief executive officers' appearance predict company profits.",0.3,0.309519604203112,0.158113883008419,43,0.0251400185976185,"<.05","r(41) = .30",0.27,0.2768638226551,43,0.158113883008419,0.0399694616219665,"0.086","r(41) = .27",0.223606797749979,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.0326557815480117,-0.03,-0.105504727663655,0.0859999999999998,0.01,0.158113883008419,0.158113883008419,0.56,0.63,0.837393405451054,1.19418184271628,1.60193769185193,0.624244004674081,3.35153189404684,0.298371023046581,FALSE,0.297632441988842,0.260074193937779,0.931245,0.256443719516353,0.499225,0.46235,0.038425,"H1 original effect"
"P Fischer, T Greitemeyer, D Frey-Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.",0.212014281,0.215279491482967,0.111111111111111,84,0.0263411849474157,"0.02","F(2, 82) = 4.05",0.118808574,0.119372369949725,139,0.0857492925712544,0.0819446824944684,"0.14","F(2, 137) = 1.99",0.14035177301629,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.0959071215332419,-0.093205707,-0.445500502033795,0.14,0.0199999999999998,0.0857492925712544,0.111111111111111,0.24,0.43,0.2771426956202,3.60824952561772,0.508103750822913,1.96810198385748,1.31926543860809,0.757997572539355,FALSE,0.383497003930933,0.182761514105719,0.892465,0.124322000897078,0.44235,0.49515,0.0625,"H1 attenuated"
"PA Goff, CM Steele, PG Davies-The space between us: Stereotype threat and distance in interracial contexts.",0.395559206,0.418373377644792,0.14142135623731,53,0.00154647108269601,"<.01","F(1, 51) = 9.46",0.013045451,0.013046191117014,49,0.147441956154897,0.464746169914936,"0.928","F(1, 47)= .008",0.2043015673821,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.405327186527778,-0.382513755,-0.968816870732892,0.928,0.05,0.147441956154897,0.14142135623731,0.03,0.86,0.178819846732744,5.59222042894686,0.191245536566385,5.22888020266492,0.112550639384579,8.88488955254225,FALSE,1.29913920311732,0.232617430735335,0.7579875,0.0934536533408803,0.25175,0.6104,0.13785,"H1 attenuated"
"SL Murray, JL Derrick, S Leder, JG Holmes-Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation.",0.317462994,0.328823222570441,0.110431526074847,85,0.00145247513697702,"<.01","t(83) = 3.05",-0.1351,-0.135931069224414,70,0.122169444356305,0.867069269553285,"0.265","t(68) = -1.124",0.164683013955744,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.464754291794855,-0.452562994,-1.41338646389336,0.265,NA,0.122169444356305,0.110431526074847,-0.27,0.67,0.274436178067904,3.64383445010872,0.0745266323276373,13.4180221052221,0.0284550163105747,35.143188430659,TRUE,0.54075277439039,0.181643696193997,0.66178,-0.0444975149159411,0.20655,0.58845,0.205,"H1 attenuated"
"SM McCrea-Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation.",0.344312999,0.358977418835944,0.2,28,0.0363358452871257,"<.05","t(26) = 1.87",0.28970838,0.298247895841039,61,0.131306432859723,0.0115617409077746,"0.01175","t(59)=2.325",0.239251707016575,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,-0.0607295229949055,-0.054604619,-0.169173657752159,0.0117499999999998,NA,0.131306432859723,0.2,0.61,0.73,1.9552640378042,0.511439877512922,3.85996371940191,0.259069792540679,7.43596260825898,0.134481579948952,FALSE,0.10861082555321,0.328970725390295,0.94216,0.286816104019719,0.485225,0.48415,0.030625,"H1 original effect"
"V Purdie-Vaughns, CM Steele, PG Davies, R Ditlmann, JR Crosby-Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions.",0.378274916,0.398044963704019,0.117851130197758,75,0.000365708493211494,"0.001","F(1, 73) = 12.19",-0.036935346,-0.0369521557380355,1488,0.0259499648053841,0.922773450009439,"0.154","F(1,1486)=2.03",0.120674311940402,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.434997119442055,-0.415210262,-1.0928341245526,0.154,0.000999999999999778,0.0259499648053841,0.117851130197758,-0.07,0.82,0.0894545516757264,11.1788610111759,0.0138392934473697,72.2580241399576,0.00115366656208031,866.801581036364,TRUE,0.403270231597517,0.193847858946112,0.5877975,-0.0330795571971447,0.13585,0.614275,0.249875,"H1 attenuated"
"B Dessalegn, B Landau-More than meets the eye: the role of language in binding and maintaining feature conjunctions.",0.381744212,0.402099816773692,0.174077655955698,36,0.0104471892169001,"<.05","F(1, 34) = 5.8",-0.222920955,-0.226727712667986,47,0.150755672288882,0.933701785547786,"0.132","t(45) = 1.534",0.230283093235919,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.628827529441678,-0.604665167,-1.56385927874121,0.132,NA,0.150755672288882,0.174077655955698,-0.46,0.83,0.546472574258006,1.82991799974187,0.0766274047764214,13.0501614000596,0.058447926369141,17.1092468479425,TRUE,0.371826842150457,0.28633226376994,0.5936725,-0.0832798115038493,0.21,0.545625,0.244375,"H1 attenuated"
"B Eitam, RR Hassin, Y Schul-Nonconscious goal pursuit in novel environments: The case of implicit learning.",0.222330235,0.226106188572231,0.10976425998969,86,0.0197028359187441,"prep = .92","t(84) = 2.09",0.104941786,0.105329585238058,158,0.0803219328902499,0.0948709938446262,"0.189","t(156) = 1.318",0.136013990730035,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.120776603334173,-0.117388449,-0.534158768925471,0.189,NA,0.0803219328902499,0.10976425998969,0.21,0.46,0.233610663069392,4.28062652132861,0.422314768812243,2.36790203386088,0.979818439426489,1.02059724512362,FALSE,0.44975099232115,0.180546141153687,0.883935,0.112941606753104,0.42325,0.511,0.06575,"H1 attenuated"
"C Farris, TA Treat, RJ Viken, RM McFall-Perceptual mechanisms that characterize gender differences in decoding women's sexual intent",0.554427187,0.624750856813491,0.060084176812611,280,1.26693380196914e-25,"<.001","F(1, 278) = 123.38",0.091162691,0.0914164977721764,144,0.0842151921066519,0.138847748795964,"0.28","F(1, 142) = 1.19",0.103451954475541,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-0.533334359041315,-0.463264496,-0.853675274271025,0.28,0.01,0.0842151921066519,0.060084176812611,0.18,1.33,0.187041089286463,5.34641882067125,0.321618022401247,3.10927849295837,3.31567804364599e-06,301597.437035949,FALSE,0.557598826699536,0.0988296761526167,0.4991475,0.118628731629657,0.028375,0.743975,0.22765,"H1 attenuated"
"C Janiszewski, D Uy-Precision of the anchor influences the amount of adjustment.",0.333441051,0.34669477755082,0.136082763487954,57,0.00542215828756793,"prep = .947","F(1, 55) = 6.88",0.225764222,0.229721666607801,118,0.0932504808240314,0.00687957852738227,"0.014","F(1,116) = 6.28",0.164967180652491,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,-0.116973110943018,-0.107676829,-0.337395076353212,0.0139999999999998,NA,0.0932504808240314,0.136082763487954,0.46,0.71,2.27529175460801,0.439504075894778,4.5169371588719,0.221388955574877,9.69914344978918,0.103101887829253,FALSE,0.118599433346593,0.223836227088741,0.9299325,0.233209383610414,0.45265,0.510225,0.037125,"H1 attenuated"
"C McKinstry, R Dale, MJ Spivey-Action dynamics reveal parallel competition in decision making",0.701088742,0.869438514085779,0.353553390593274,11,0.00696344737048445,"<.05","F(1, 9) = 8.7",0.750404422,0.973880109255998,11,0.353553390593274,0.00293865517095824,"0.01","F(1, 9) = 11.6",0.5,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,0.104441595170219,0.04931568,0.120125337764729,0.00999999999999978,0.001,0.353553390593274,0.353553390593274,2.27,1.97,8.38191819981511,0.119304433205046,16.6362603059607,0.0601096629656428,26.5272491723762,0.0376970862490083,FALSE,0.100167421161559,0.581543576838337,0.990505,0.775181206447307,0.688925,0.30635,0.004725,"H1 original effect"
"DA Armor, C Massey, AM Sackett-Prescribed optimism: Is it right to be wrong about the future?",0.681152182,0.831260365276445,0.0901669634667432,126,1.49769419947135e-20,"prep > .99","t(124) =10.36",0.763508789,1.00457484452595,177,0.0758098043578903,2.21868200125956e-40,"1.00E-12","t(175) = 15.64",0.117801560845324,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,0.173314479249508,0.0823566069999999,0.208496021811253,9.99777955395075e-13,0.007,0.0758098043578903,0.0901669634667432,2.36,1.86,6.80872886173268e+31,1.46870292576979e-32,1.36174578752387e+32,7.34351454700184e-33,3.18008645992723e+32,3.14456859145548e-33,FALSE,9.99888971534044e-07,0.148311456889474,1,0.955762511338515,0.97505,0.02495,0,"H1 original effect"
"DR Addis, AT Wong, DL Schacter-Age-related changes in the episodic simulation of future events",0.570693584,0.648550826829565,0.185695338177052,32,0.000239213242273498,"prep = .99","F(1,30) = 14.49",0.652730428,0.780041330582545,32,0.185695338177052,1.33074223462417e-05,"0.0001","F (1,30) = 22.27",0.262612865719445,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,TRUE,TRUE,0.131490503752981,0.082036844,0.202745102331873,9.9999999999778e-05,NA,0.185695338177052,0.185695338177052,1.72,1.39,553.258363643295,0.00180747380557402,1106.4686243079,0.000903776192140563,2391.5847978601,0.000418132779943559,FALSE,0.010000166674156,0.305441650508504,0.998075,0.668170388601702,0.79085,0.208225,0.000925,"H1 original effect"
"E Nurmsoo, P Bloom-Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?",0.501799075,0.551707796113811,0.182574185835055,33,0.00125626613475374,"prep = .97","t(31) = 3.23",-0.450187899,-0.484935913612849,10,0.377964473009227,0.900257435455551,"0.197","t(7) = -1.426",0.419750492781695,"OSC (2015) 
 General Psychology","OSCRPP",NA,NA,NA,NA,FALSE,FALSE,-1.03664370972666,-0.951986974,-1.87897237818407,0.197,NA,0.377964473009227,0.182574185835055,-1.01,1.16,0.824597506172775,1.21271285992766,0.193176055156302,5.17662501799658,0.106293669296756,9.40789801138719,TRUE,0.459886966772016,0.300307811758503,0.634115,0.0907287957261118,0.22035,0.57425,0.2054,"H1 attenuated"
