authorsTitle.o,correlation.o,fis.o,seFish.o,n.o,pValFish.o,pVal.o,testStatistic.o,correlation.r,fis.r,n.r,seFish.r,pValFish.r,pVal.r,testStatistic.r,seDifference.ro,source,abrev,cohenD.o,seCohenD.o,cohenD.r,seCohenD.r,significant.r,significantSameDirection.r,fisherZDiff,correlationDifference.ro,percentageChangeES.ro,cleanedpVal.r,cleanedpVal.o,seFishAprox.r,seFishAprox.o,cohensD.r,cohensD.o,bf10,bf01,bfplus0,bf0plus,bfRep0,bf0Rep,statisticallyEquiv.ro,normalisedpVal.r
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.07,0.070114671,0.01192506,7035,NA,4.17E-09,Correlation,0.28935001,0.297856736,1559,0.025351006,NA,1.90E-31,NA,0.02801572,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.227742065,0.21935001,3.248137133,-2.22E-16,4.17E-09,0.025351006,0.01192506,0.6,0.14,1.06E+28,9.42E-29,2.12E+28,4.71E-29,Inf,0,FALSE,NA
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.27,0.276863823,0.017931632,3113,NA,3.87E-53,Correlation,0.398430415,0.42178177,1558,0.025359156,NA,1.98E-60,NA,0.031058497,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.144917948,0.128430415,0.52342681,-2.22E-16,-2.22E-16,0.025359156,0.017931632,0.87,0.56,6.82E+56,1.47E-57,1.36E+57,7.33E-58,Inf,0,FALSE,NA
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.24,0.244774113,0.009050608,12211,NA,1.57E-159,Correlation,0.553946262,0.624056758,1559,0.025351006,NA,4.69E-83,NA,0.026918154,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.379282646,0.313946262,1.549521072,-2.22E-16,-2.22E-16,0.025351006,0.009050608,1.33,0.49,1.83E+122,5.47E-123,3.66E+122,2.74E-123,Inf,0,FALSE,NA
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.14,0.140925576,0.010784531,8601,NA,6.68E-39,Correlation,0.369287949,0.387598359,1559,0.025351006,NA,1.47E-51,NA,0.027549585,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.246672783,0.229287949,1.750376263,-2.22E-16,-2.22E-16,0.025351006,0.010784531,0.79,0.28,1.02E+48,9.81E-49,2.04E+48,4.90E-49,Inf,0,FALSE,NA
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.23,0.234189467,0.011577921,7463,NA,3.53E-90,Correlation,0.618851973,0.723142348,1559,0.025351006,NA,1.83E-165,NA,0.027869729,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.488952881,0.388851973,2.08785172,-2.22E-16,-2.22E-16,0.025351006,0.011577921,1.58,0.47,3.49E+161,2.86E-162,6.99E+161,1.43E-162,Inf,0,FALSE,NA
"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124, 197-229.",0.25,0.255412812,0.017688728,3199,NA,8.82E-47,Correlation,0.602163087,0.696533885,1558,0.025359156,NA,2.28E-154,NA,0.030918893,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.441121073,0.352163087,1.727090627,-2.22E-16,-2.22E-16,0.025359156,0.017688728,1.51,0.52,2.98E+150,3.36E-151,5.96E+150,1.68E-151,Inf,0,FALSE,NA
"Clancy, S. M., & Dollinger, S. J. (1993). Identity, self, and personality: I. Identity status and the five-factor model of personality. Journal of Research on Adolescence, 3, 227-245.",0.3,0.309519604,0.071611487,198,NA,1.76E-05,Correlation,0.251769665,0.257301348,1550,0.025424642,NA,8.33E-20,NA,0.075990904,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.052218256,-0.048230335,-0.168707428,-2.22E-16,1.76E-05,0.025424642,0.071611487,0.52,0.63,3.07E+20,3.26E-21,6.14E+20,1.63E-21,2.82E+21,3.55E-22,FALSE,NA
"Clancy, S. M., & Dollinger, S. J. (1993). Identity, self, and personality: I. Identity status and the five-factor model of personality. Journal of Research on Adolescence, 3, 227-245.",0.5,0.549306144,0.071611487,198,NA,6.40E-14,Correlation,0.345084233,0.359852644,1550,0.025424642,NA,1.71E-41,NA,0.075990904,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.1894535,-0.154915767,-0.344896015,-2.22E-16,6.37E-14,0.025424642,0.071611487,0.74,1.15,1.17E+41,8.55E-42,2.34E+41,4.27E-42,Inf,0,FALSE,NA
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.32,0.331647109,0.041099747,595,NA,1.24E-15,Correlation,0.37342492,0.392397117,1550,0.025424642,NA,4.89E-47,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.060750008,0.05342492,0.183176656,-2.22E-16,1.02E-15,0.025424642,0.041099747,0.81,0.68,8.31E+48,1.20E-49,1.66E+49,6.02E-50,Inf,0,FALSE,NA
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.66,0.792813632,0.041099747,595,NA,1.10E-75,Correlation,0.629832666,0.741138737,1550,0.025424642,NA,1.32E-150,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.051674895,-0.030167334,-0.06517912,-2.22E-16,-2.22E-16,0.025424642,0.041099747,1.62,1.76,1.40E+168,7.16E-169,2.79E+168,3.58E-169,Inf,0,FALSE,NA
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.3,0.309519604,0.041099747,595,NA,7.71E-14,Correlation,0.191301091,0.193687336,1550,0.025424642,NA,1.33E-11,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.115832269,-0.108698909,-0.374232414,1.33E-11,7.68E-14,0.025424642,0.041099747,0.39,0.63,1.04467E+11,9.57E-12,2.08934E+11,4.79E-12,1.06618E+11,9.38E-12,FALSE,3.65E-06
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.25,0.255412812,0.041099747,595,NA,6.26E-10,Correlation,0.191498063,0.193891799,1550,0.025424642,NA,4.98E-13,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.061521013,-0.058501937,-0.24086894,4.98E-13,6.26E-10,0.025424642,0.041099747,0.39,0.52,1.10982E+11,9.01E-12,2.21965E+11,4.51E-12,8.67339E+11,1.15E-12,FALSE,7.05E-07
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.26,0.266108407,0.041099747,595,NA,1.20E-10,Correlation,0.127428719,0.12812525,1550,0.025424642,NA,7.20E-06,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.137983156,-0.132571281,-0.51852235,7.20E-06,1.20E-10,0.025424642,0.041099747,0.26,0.54,9973.956829,0.000100261,19947.90877,5.01E-05,2990.761337,0.000334363,FALSE,0.002682484
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.21,0.213171347,0.041099747,595,NA,2.35E-07,Correlation,0.181340744,0.183368674,1550,0.025424642,NA,8.11E-12,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.029802673,-0.028659256,-0.139806186,8.11E-12,2.35E-07,0.025424642,0.041099747,0.37,0.43,5346782426,1.87E-10,10693564852,9.35E-11,76394284065,1.31E-11,FALSE,2.85E-06
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.33,0.342828254,0.041099747,595,NA,1.39E-16,Correlation,0.220466084,0.224145951,1550,0.025424642,NA,1.97E-14,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.118682303,-0.109533916,-0.346185886,1.95E-14,-8.27E-17,0.025424642,0.041099747,0.45,0.7,1.6984E+15,5.89E-16,3.39679E+15,2.94E-16,1.53203E+15,6.53E-16,FALSE,1.40E-07
"MacDonald, D. A. (2000). Spirituality: Description, measurement, and relation to the five factor model of personality. Journal of Personality, 68, 153-197.",0.37,0.3884231,0.041099747,595,NA,9.65E-21,Correlation,0.186783405,0.189002208,1550,0.025424642,NA,8.35E-12,NA,0.048328062,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.199420891,-0.183216595,-0.513411513,8.35E-12,-2.22E-16,0.025424642,0.041099747,0.38,0.8,26564806268,3.76E-11,53129612536,1.88E-11,102319219,9.77E-09,FALSE,2.89E-06
"Jost, J. T., Glaser, J., Kruglanski, A. W., & Sulloway, F. J. (2003). Political conservatism as motivated social cognition. Psychological Bulletin, 129, 339-375.",0.35,0.365443754,0.048737018,424,NA,1.16E-13,Correlation,0.323465452,0.335512701,1549,0.025432863,NA,1.69E-30,NA,0.05497388,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.029931053,-0.026534548,-0.081903309,-2.22E-16,1.15E-13,0.025432863,0.048737018,0.68,0.75,3.81E+35,2.62E-36,7.62E+35,1.31E-36,Inf,0,FALSE,NA
"Jost, J. T., Glaser, J., Kruglanski, A. W., & Sulloway, F. J. (2003). Political conservatism as motivated social cognition. Psychological Bulletin, 129, 339-75.",0.24,0.244774113,0.105409255,93,NA,0.020495572,Correlation,0.18090519,0.182918346,1559,0.025351006,NA,7.07E-08,NA,0.108414873,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.061855766,-0.05909481,-0.252705508,7.07E-08,0.020495572,0.025351006,0.105409255,0.37,0.49,5458832777,1.83E-10,10917665554,9.16E-11,36890180095,2.71E-11,FALSE,0.000265918
"Jost, J. T., Glaser, J., Kruglanski, A. W., & Sulloway, F. J. (2003). Political conservatism as motivated social cognition. Psychological Bulletin, 129, 339-75.",0.34,0.354092529,0.024655684,1648,NA,7.11E-46,Correlation,0.254723448,0.260457553,1550,0.025424642,NA,9.41E-12,NA,0.035416312,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.093634976,-0.085276552,-0.264436463,9.41E-12,-2.22E-16,0.025424642,0.024655684,0.53,0.72,1.06E+21,9.46E-22,2.11E+21,4.73E-22,Inf,0,FALSE,3.07E-06
"Ryder, A. G., Alden, L. E., & Paulhus, D. L. (2000). Is acculturation unidimensional or bidimensional? A head-to-head comparison in the prediction of personality, self-identity, and adjustment. Journal of Personality and Social Psychology, 79, 49-65.",NA,NA,NA,164,NA,4.65E-06,"Regression of E, A, C, N, or O on heritage and mainstream culture identification",NA,NA,181,NA,NA,0.201168908,NA,0.108761931,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.201168908,4.65E-06,0.074953169,0.078811041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465107149
"Ryder, A. G., Alden, L. E., & Paulhus, D. L. (2000). Is acculturation unidimensional or bidimensional? A head-to-head comparison in the prediction of personality, self-identity, and adjustment. Journal of Personality and Social Psychology, 79, 49-65.",NA,NA,NA,164,NA,0.000294634,"Regression of E, A, C, N, or O on heritage and mainstream culture identification",NA,NA,181,NA,NA,0.14538375,NA,0.108761931,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.14538375,0.000294634,0.074953169,0.078811041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391193703
"Ryder, A. G., Alden, L. E., & Paulhus, D. L. (2000). Is acculturation unidimensional or bidimensional? A head-to-head comparison in the prediction of personality, self-identity, and adjustment. Journal of Personality and Social Psychology, 79, 49-65.",NA,NA,NA,164,NA,0.010476448,"Regression of E, A, C, N, or O on heritage and mainstream culture identification",NA,NA,181,NA,NA,0.02176519,NA,0.108761931,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,0.02176519,0.010476448,0.074953169,0.078811041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148070784
"Paunonen, S. V. (2003). Big Five factors of personality and replicated predictions of behavior. Journal of Personality and Social Psychology, 84, 411-422.",0.41,0.435611223,0.049088069,418,NA,2.45E-18,"Partial correlation, controlling for sex",0.348990139,0.364293378,1549,0.025432863,NA,1.45E-45,NA,0.055285342,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.071317845,-0.061009861,-0.163719026,-2.22E-16,-2.20E-16,0.025432863,0.049088069,0.74,0.9,1.19E+42,8.42E-43,2.38E+42,4.21E-43,Inf,0,FALSE,NA
"Paunonen, S. V. (2003). Big Five factors of personality and replicated predictions of behavior. Journal of Personality and Social Psychology, 84, 411-422.",0.24,0.244774113,0.049088069,418,NA,7.09E-07,"Partial correlation, controlling for sex",0.327852299,0.340419997,1550,0.025424642,NA,3.89E-40,NA,0.055281561,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.095645884,0.087852299,0.390751633,-2.22E-16,7.09E-07,0.025424642,0.049088069,0.69,0.49,4.76E+36,2.10E-37,9.53E+36,1.05E-37,1.64E+37,6.08E-38,FALSE,NA
"Anderson, C., John, O. P., Keltner, D., & Kring, A. M. (2001). Who attains social status? Effects of personality and physical attractiveness in social groups. Journal of Personality and Social Psychology, 81, 116-132.",0.44,0.472230804,0.160128154,42,NA,0.003993259,"Correlation, separately by sex",0.363941576,0.381421792,749,0.036612601,NA,7.65E-25,NA,0.164260489,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.090809012,-0.076058424,-0.192297943,-2.22E-16,0.003993259,0.036612601,0.160128154,0.78,0.98,4.44E+21,2.25E-22,8.87E+21,1.13E-22,2.36E+22,4.23E-23,FALSE,NA
"Anderson, C., John, O. P., Keltner, D., & Kring, A. M. (2001). Who attains social status? Effects of personality and physical attractiveness in social groups. Journal of Personality and Social Psychology, 81, 116-132.",0.38,0.40005965,0.185695338,32,NA,0.034976204,"Correlation, separately by sex",0.406129052,0.430966909,801,0.035399616,NA,4.02E-33,NA,0.189039391,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.030907259,0.026129052,0.077256627,-2.22E-16,0.034976204,0.035399616,0.185695338,0.89,0.82,6.95E+29,1.44E-30,1.39E+30,7.19E-31,3.49E+30,2.86E-31,FALSE,NA
"Anderson, C., John, O. P., Keltner, D., & Kring, A. M. (2001). Who attains social status? Effects of personality and physical attractiveness in social groups. Journal of Personality and Social Psychology, 81, 116-132.",0.43,0.459896681,0.160128154,42,NA,0.005016403,"Correlation, separately by sex",0.308136199,0.318484769,749,0.036612601,NA,6.46E-18,NA,0.164260489,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.141411913,-0.121863801,-0.307486265,-2.16E-16,0.005016403,0.036612601,0.160128154,0.65,0.95,6.3097E+14,1.58E-15,1.26194E+15,7.92E-16,2.67665E+15,3.74E-16,FALSE,NA
"Paunonen, S. V. (2003). Big Five factors of personality and replicated predictions of behavior. Journal of Personality and Social Psychology, 84, 411-422.",0.17,0.171666664,0.049088069,418,NA,0.000489407,"Partial correlation, controlling for sex",0.12430484,0.124951082,1284,0.027939938,NA,7.99E-06,NA,0.056482552,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.046715582,-0.04569516,-0.272129607,7.99E-06,0.000489407,0.027939938,0.049088069,0.25,0.35,744.7606683,0.001342713,1489.515338,0.000671359,7709.786083,0.000129705,FALSE,0.002826587
"Karney, B. R., & Bradbury, T. N. (1995). The longitudinal course of marital quality and stability: A review of theory, methods, and research. Psychological Bulletin, 118, 3-34.",0.21,0.213171347,NA,NA,NA,NA,"Correlation, separately by sex",0.095430111,0.095721395,1098,0.030219894,NA,0.001561982,NA,NA,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.117449952,-0.114569889,-0.550965003,0.001561982,0.05,0.030219894,NA,0.19,0.43,5.636572961,0.177412766,11.26434205,0.088775713,NA,NA,NA,0.039532209
"Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self-and partner-ratings. Journal of Personality, 68, 413-449.",0.4,0.42364893,0.08304548,148,NA,5.18E-07,"Correlation, separately by sex and relationship status",0.200779634,0.203544805,832,0.034731436,NA,4.37E-07,NA,0.090015689,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.220104125,-0.199220366,-0.519543682,4.37E-07,5.18E-07,0.034731436,0.08304548,0.41,0.87,1086924.678,9.20E-07,2173849.349,4.60E-07,582631.1235,1.72E-06,FALSE,0.000660947
"Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self-and partner-ratings. Journal of Personality, 68, 413-449.",0.15,0.151140436,0.060971076,272,NA,0.013439759,"Correlation, separately by sex and relationship status",0.156579864,0.15787866,757,0.036417852,NA,0.000404083,NA,0.071019237,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.006738224,0.006579864,0.044582536,0.000404083,0.013439759,0.036417852,0.060971076,0.32,0.3,521.4989847,0.001917549,1042.989905,0.000958782,6002.98396,0.000166584,FALSE,0.020103179
"Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self-and partner-ratings. Journal of Personality, 68, 413-449.",0.35,0.365443754,0.060971076,272,NA,3.15E-09,"Correlation, separately by sex and relationship status",0.224558956,0.228452033,757,0.036417852,NA,3.47E-07,NA,0.071019237,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.136991722,-0.125441044,-0.374864038,3.47E-07,3.15E-09,0.036417852,0.060971076,0.46,0.75,13152879.6,7.60E-08,26305759.2,3.80E-08,26034006.72,3.84E-08,FALSE,0.000589351
"Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self-and partner-ratings. Journal of Personality, 68, 413-449.",0.35,0.365443754,0.060971076,272,NA,3.15E-09,"Correlation, separately by sex and relationship status",0.192838968,0.19528412,757,0.036417852,NA,1.27E-05,NA,0.071019237,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.170159634,-0.157161032,-0.465624689,1.27E-05,3.15E-09,0.036417852,0.060971076,0.39,0.75,71597.30935,1.40E-05,143194.6121,6.98E-06,51645.77571,1.94E-05,FALSE,0.003557283
"Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self-and partner-ratings. Journal of Personality, 68, 413-449.",0.33,0.342828254,0.08304548,148,NA,4.47E-05,"Correlation, separately by sex and relationship status",0.358531343,0.375199589,832,0.034731436,NA,4.26E-20,NA,0.090015689,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.032371334,0.028531343,0.094424347,-2.22E-16,4.47E-05,0.034731436,0.08304548,0.77,0.7,2.38E+23,4.20E-24,4.76E+23,2.10E-24,2.24E+24,4.47E-25,FALSE,NA
"Watson, D., Hubbard, B., & Wiese, D. (2000). General traits of personality and affectivity as predictors of satisfaction in intimate relationships: Evidence from self-and partner-ratings. Journal of Personality, 68, 413-449.",0.3,0.309519604,0.060971076,272,NA,4.85E-07,"Correlation, separately by sex and relationship status",0.097736418,0.09804942,757,0.036417852,NA,0.027634676,NA,0.071019237,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.211470184,-0.202263582,-0.683220646,0.027634676,4.85E-07,0.036417852,0.060971076,0.2,0.63,1.689788989,0.591789866,3.367414684,0.296963723,0.248429139,4.025292707,FALSE,0.167012137
"Robins, R. W., Caspi, A., & Moffitt, T. E. (2002). It's not just who you're with, it's who you are: Personality and relationship experiences across multiple relationships. Journal of Personality, 70, 925-964.",0.32,0.331647109,0.037555788,712,NA,2.16E-18,"Partial correlation, controlling for sex and same vs. new partner",0.006996897,0.006997011,1154,0.029475579,NA,0.824762264,NA,0.04774146,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,-0.324650098,-0.313003103,-0.97890224,0.824762264,-2.20E-16,0.029475579,0.037555788,0.01,0.68,0.037939249,26.35792816,0.045053633,22.19576841,7.04E-11,14198263982,TRUE,1.138877628
"Robins, R. W., Caspi, A., & Moffitt, T. E. (2002). It's not just who you're with, it's who you are: Personality and relationship experiences across multiple relationships. Journal of Personality, 70, 925-964.",0.25,0.255412812,0.037555788,712,NA,1.36E-11,"Partial correlation, controlling for sex and same vs. new partner",0.093285669,0.093557688,1154,0.029475579,NA,0.002695922,NA,0.04774146,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.161855124,-0.156714331,-0.633700097,0.002695922,1.36E-11,0.029475579,0.037555788,0.19,0.52,5.616935782,0.178033013,11.22530055,0.089084474,0.317550522,3.149105196,FALSE,0.051945623
"Belsky, J., Jaffee, S. R., Caspi, A., Moffitt, T., & Silva, P. A. (2003). Intergenerational relationships in young adulthood and their life course, mental health, and personality correlates. Journal of Family Psychology, 17, 460-471.",NA,NA,NA,980,NA,0.001839069,"Regression on Positive Emotionality, Negative Emotionality, Constraint, sex, employment status, romantic relationship status, and other variables, separately for affectional vs. functional-associational solidarity, and separately for mothers vs. fathers",NA,NA,1489,NA,NA,0.187214169,NA,0.041188457,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.187214169,0.001839069,0.025941232,0.031992834,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447466133
"Belsky, J., Jaffee, S. R., Caspi, A., Moffitt, T., & Silva, P. A. (2003). Intergenerational relationships in young adulthood and their life course, mental health, and personality correlates. Journal of Family Psychology, 17, 460-471.",NA,NA,NA,980,NA,0.000607187,"Regression on Positive Emotionality, Negative Emotionality, Constraint, sex, employment status, romantic relationship status, and other variables, separately for affectional vs. functional-associational solidarity, and separately for mothers vs. fathers",NA,NA,1443,NA,NA,0.00068116,NA,0.041448593,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,0.00068116,0.000607187,0.026352314,0.031992834,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026102004
"Belsky, J., Jaffee, S. R., Caspi, A., Moffitt, T., & Silva, P. A. (2003). Intergenerational relationships in young adulthood and their life course, mental health, and personality correlates. Journal of Family Psychology, 17, 460-471.",NA,NA,NA,980,NA,0.001839069,"Regression on Positive Emotionality, Negative Emotionality, Constraint, sex, employment status, romantic relationship status, and other variables, separately for affectional vs. functional-associational solidarity, and separately for mothers vs. fathers",NA,NA,1489,NA,NA,1.13E-07,NA,0.041188457,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,1.13E-07,0.001839069,0.025941232,0.031992834,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000336232
"Shiner, R. L., Masten, A. S., & Tellegen, A. (2002). A developmental perspective on personality in Young adulthood: Childhood antecedents and concurrent adaptation. Journal of Personality and Social Psychology, 83, 1165-1177.",0.28,0.287682072,0.073720978,187,NA,0.000103946,Correlation,0.29180016,0.300532842,1550,0.025424642,NA,6.31E-25,NA,0.077982017,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.01285077,0.01180016,0.044670041,-2.22E-16,0.000103946,0.025424642,0.073720978,0.61,0.58,2.39E+28,4.18E-29,4.78E+28,2.09E-29,2.64E+29,3.79E-30,FALSE,NA
"Shiner, R. L., Masten, A. S., & Tellegen, A. (2002). A developmental perspective on personality in Young adulthood: Childhood antecedents and concurrent adaptation. Journal of Personality and Social Psychology, 83, 1165-1177.",0.28,0.287682072,0.073720978,187,NA,0.000103946,Correlation,0.066621333,0.066720161,1550,0.025424642,NA,0.020548468,NA,0.077982017,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.220961912,-0.213378667,-0.768076752,0.020548468,0.000103946,0.025424642,0.073720978,0.13,0.58,0.99119764,1.008880529,1.973730492,0.506654786,0.20206009,4.949022847,TRUE,0.143842891
"Wiebe, R. P. (2004). Delinquent behavior and the Five-Factor Model: Hiding in the adaptive landscape. Individual Differences Research, 2, 38-62.",0.2,0.202732554,0.071795816,197,NA,0.004945799,"Correlation, separately by sex",0.232395915,0.236720683,1550,0.025424642,NA,1.18E-19,NA,0.076164635,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,0.033988129,0.032395915,0.167650081,-2.22E-16,0.004945799,0.025424642,0.071795816,0.48,0.41,1.38622E+17,7.21E-18,2.77244E+17,3.61E-18,1.37754E+18,7.26E-19,FALSE,NA
"Wiebe, R. P. (2004). Delinquent behavior and the Five-Factor Model: Hiding in the adaptive landscape. Individual Differences Research, 2, 38-62.",0.31,0.320545409,0.071795816,197,NA,9.79E-06,"Correlation, separately by sex",0.188199018,0.190469398,1550,0.025424642,NA,2.63E-13,NA,0.076164635,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.130076012,-0.121800982,-0.405795896,2.63E-13,9.79E-06,0.025424642,0.071795816,0.38,0.65,40644782622,2.46E-11,81289565245,1.23E-11,1.10425E+11,9.06E-12,FALSE,5.13E-07
"Clark, L. A., Vorhies, L. & McEwen, J. L. (2002). Personality disorder symptomatology from the Five-Factor Model perspective. In P. T. Costa & T. A. Widiger (Eds.), Personality disorders and the Five-Factor Model of personality (2nd ed., pp. 125-147). Washington, DC: American Psychological Association.",0.58,0.662462707,0.072357461,194,NA,7.85E-19,Correlation,0.498571498,0.547403285,1505,0.025802693,NA,1.29E-52,NA,0.076820447,"Soto (2019)
 Personality Psychology",loopr,NA,NA,NA,NA,TRUE,TRUE,-0.115059422,-0.081428502,-0.173684376,-2.22E-16,-2.21E-16,0.025802693,0.072357461,1.15,1.42,4.54E+91,2.20E-92,9.07E+91,1.10E-92,Inf,0,FALSE,NA
